Kepler_ID,2MASS ID,Teff,Log_G,Metallicity (solar=0.0),E(B-V),A_V,Radius (solar=1.0),Photometry_Qual,Astrophysics_Qual
5687374,19001501+4055037,,,,,,,8,0
5687752,19010030+4056474,,,,,,,5,0
5688919,19031255+4057578,,,,,,,6,0
5689553,19042551+4057233,,,,,,,6,0
5689704,19044391+4056266,,,,,,,6,0
5689795,19045224+4054590,,,,,,,6,0
5690041,19051859+4054251,,,,,,,6,0
5690183,19053380+4056308,,,,,,,6,0
5692894,19100925+4054263,,,,,,,5,0
5693554,19111550+4054183,,,,,,,8,0
5693985,19115736+4054397,,,,,,,6,0
5694218,19121789+4054448,,,,,,,6,0
5694296,19122400+4055549,,,,,,,8,0
5694346,19122966+4054495,,,,,,,6,0
5694612,19125177+4054589,,,,,,,5,0
5694866,19131551+4058553,,,,,,,5,0
5695530,19141841+4054455,,,,,,,6,0
5696179,19151553+4055434,,,,,,,5,0
5697358,19165160+4059157,,,,,,,5,0
5697921,19173671+4057184,,,,,,,6,0
5698953,19185591+4057351,,,,,,,6,0
5700123,19202301+4055187,,,,,,,6,0
5700196,19202794+4055109,,,,,,,5,0
5700332,19203685+4055581,,,,,,,6,0
5700391,19204023+4056020,,,,,,,6,0
5700488,19204663+4055080,,,,,,,6,0
5701692,19221312+4058277,,,,,,,8,0
5702569,19232250+4100000,,,,,,,6,0
5705995,19275347+4054183,,,,,,,6,0
5708328,19304518+4059191,,,,,,,6,0
5708518,,,,,,,,4,0
5710210,19330463+4056453,,,,,,,8,0
5714999,19382849+4055092,,,,,,,6,0
5716459,19400402+4057032,,,,,,,8,0
5716720,19402105+4056205,,,,,,,6,0
5717251,19405604+4058387,,,,,,,3,0
5717618,19412029+4058088,,,,,,,8,0
5718171,19415203+4057425,,,,,,,6,0
5718327,19415981+4059478,,,,,,,6,0
5718349,19420137+4059035,,,,,,,5,0
5718385,19420238+4056567,,,,,,,6,0
5722737,19455329+4056229,,,,,,,6,0
5723238,19461823+4055335,,,,,,,1,0
5723300,19462197+4057556,,,,,,,3,0
5724184,19470668+4057385,,,,,,,6,0
5724772,19473712+4059190,,,,,,,6,0
5725087,19475229+4055363,,,,,,,8,0
5725589,19481870+4054109,,,,,,,6,0
5725715,19482445+4056442,,,,,,,6,0
5725850,19483146+4057398,,,,,,,6,0
5726571,19490969+4057456,,,,,,,6,0
5726596,19491066+4059569,,,,,,,6,0
5726737,19491715+4056210,,,,,,,6,0
5727396,19494791+4056320,,,,,,,8,0
5729315,19511581+4054086,,,,,,,6,0
5730219,19520370+4054287,,,,,,,6,0
5730508,19522085+4057496,,,,,,,6,0
5730557,19522349+4057070,,,,,,,6,0
5730740,19523327+4059168,,,,,,,6,0
5730973,19524551+4054386,,,,,,,6,0
5731697,19531996+4058179,,,,,,,5,0
5731994,19533388+4056413,,,,,,,6,0
5732026,19533562+4059203,,,,,,,7,0
5732057,19533722+4057283,,,,,,,8,0
5732618,19540292+4059487,,,,,,,6,0
5732939,19541801+4056254,,,,,,,5,0
5733729,19545401+4058114,,,,,,,6,0
5734420,19552806+4056494,,,,,,,6,0
5734433,19552844+4057528,,,,,,,6,0
5735042,19555957+4058335,,,,,,,8,0
5735684,19562988+4056354,,,,,,,6,0
5736178,19565313+4058306,,,,,,,8,0
5736629,19571390+4059100,,,,,,,3,0
5736668,19571567+4056182,,,,,,,8,0
5737566,19575784+4055399,,,,,,,5,0
5737655,19580237+4055365,,,,,,,2,0
5737842,19581225+4055126,,,,,,,6,0
5737902,19581477+4055560,,,,,,,8,0
5738153,19582680+4054306,,,,,,,6,0
5738506,19584349+4058041,,,,,,,5,0
5738998,19590732+4058497,,,,,,,1,0
5767325,18495993+4104066,,,,,,,6,0
5768862,18525614+4105125,,,,,,,5,0
5768999,18531106+4101169,,,,,,,6,0
5770654,18561910+4100226,,,,,,,6,0
5771020,18570585+4103471,,,,,,,6,0
5771072,18571337+4100419,,,,,,,6,0
5771687,18583172+4103045,,,,,,,6,0
5772478,19000693+4100352,,,,,,,6,0
5772572,19001872+4104344,,,,,,,6,0
5772635,19002580+4100449,,,,,,,6,0
5773205,19012927+4104159,,,,,,,3,0
5773677,19022267+4105104,,,,,,,8,0
5774442,19034920+4103599,,,,,,,6,0
5774694,19041638+4100113,,,,,,,4,0
5775182,19050673+4100061,,,,,,,6,0
5775224,19051086+4100424,,,,,,,8,0
5778968,19112353+4101268,,,,,,,6,0
5779400,19120473+4103510,,,,,,,5,0
5779418,19120622+4104503,,,,,,,6,0
5780444,19133804+4101530,,,,,,,6,0
5780561,19134739+4104185,,,,,,,6,0
5780613,19135165+4103496,,,,,,,8,0
5780616,19135231+4105096,,,,,,,6,0
5780768,19140799+4104423,,,,,,,5,0
5780839,19141439+4102580,,,,,,,6,0
5780842,19141493+4102517,,,,,,,3,0
5780861,19141647+4102525,,,,,,,8,0
5781703,19152841+4101493,,,,,,,6,0
5781827,19154007+4102329,,,,,,,5,0
5781929,19154916+4104151,,,,,,,4,0
5782376,19162536+4105414,,,,,,,6,0
5787104,19220766+4104562,,,,,,,2,0
5788027,19231924+4102500,,,,,,,6,0
5791302,19274520+4103303,,,,,,,8,0
5791753,19282091+4102099,,,,,,,8,0
5792155,19285306+4103310,,,,,,,1,0
5792405,19291064+4101390,,,,,,,6,0
5794079,19311852+4103388,,,,,,,6,0
5794180,19312517+4103185,,,,,,,5,0
5795465,19325641+4105254,,,,,,,8,0
5795689,19331433+4101058,,,,,,,5,0
5801502,19393537+4102312,,,,,,,1,0
5801629,19394258+4100355,,,,,,,6,0
5801925,19400218+4100591,,,,,,,8,0
5802020,19400945+4100078,,,,,,,4,0
5802041,19401135+4101422,,,,,,,3,0
5802205,19402101+4102146,,,,,,,8,0
5802334,19402943+4105307,,,,,,,2,0
5802562,19404454+4104533,,,,,,,4,0
5802682,19405388+4100377,,,,,,,6,0
5802767,19410041+4102107,,,,,,,4,0
5803012,19411543+4102439,,,,,,,5,0
5807007,19445484+4105580,,,,,,,4,0
5807579,19452382+4104227,,,,,,,6,0
5809175,19464638+4105370,,,,,,,5,0
5809796,19472117+4100330,,,,,,,6,0
5811113,19483101+4100328,,,,,,,2,0
5813428,19502323+4102503,,,,,,,6,0
5813988,19504935+4100488,,,,,,,5,0
5816806,19532110+4104310,,,,,,,5,0
5816837,19532256+4103377,,,,,,,5,0
5817267,19534045+4105152,,,,,,,6,0
5817947,19541163+4102582,,,,,,,6,0
5818102,19541835+4104400,,,,,,,8,0
5818696,19544633+4103219,,,,,,,8,0
5819258,19551265+4102416,,,,,,,8,0
5819869,19554104+4104247,,,,,,,6,0
5820003,19554829+4105531,,,,,,,5,0
5820220,19555808+4101492,,,,,,,6,0
5821498,19565584+4102468,,,,,,,5,0
5822363,19573391+4100499,,,,,,,6,0
5822805,19575445+4101519,,,,,,,6,0
5823964,19585000+4103421,,,,,,,6,0
5853557,18503677+4106511,,,,,,,2,0
5853561,18503723+4107439,,,,,,,6,0
5853681,18504945+4111471,,,,,,,6,0
5853688,18505060+4110408,,,,,,,8,0
5853966,18512088+4107069,,,,,,,6,0
5854029,18512779+4110557,,,,,,,6,0
5854037,18512851+4109514,,,,,,,6,0
5854038,18512858+4107243,,,,,,,6,0
5855054,18532633+4106033,,,,,,,8,0
5855220,18534711+4109095,,,,,,,6,0
5855479,18541702+4110215,,,,,,,5,0
5855929,18550830+4110124,,,,,,,8,0
5856054,18552289+4110154,,,,,,,6,0
5856315,18555418+4107127,,,,,,,6,0
5856907,18570331+4108165,,,,,,,4,0
5858409,19000920+4106145,,,,,,,5,0
5858670,19004218+4109460,,,,,,,7,0
5858784,19005298+4109177,,,,,,,6,0
5858888,19010595+4110587,,,,,,,8,0
5858919,19011052+4106094,,,,,,,6,0
5859081,19012993+4110591,,,,,,,6,0
5859112,19013332+4109104,,,,,,,5,0
5859181,19014072+4111551,,,,,,,6,0
5859626,19023424+4109437,,,,,,,6,0
5859652,19023737+4111205,,,,,,,6,0
5865248,19121715+4109283,,,,,,,3,0
5865766,19131084+4108563,,,,,,,6,0
5865870,19132240+4110152,,,,,,,5,0
5866029,19133935+4106257,,,,,,,8,0
5866104,19134692+4110215,,,,,,,4,0
5866229,19135809+4110021,,,,,,,6,0
5866856,19145618+4111379,,,,,,,6,0
5867200,19152204+4110274,,,,,,,8,0
5867862,19161453+4106098,,,,,,,5,0
5867968,19162310+4109430,,,,,,,8,0
5868793,19173039+4109311,,,,,,,5,0
5869058,19175131+4109123,,,,,,,4,0
5869290,19180918+4111006,,,,,,,6,0
5869903,19185164+4110580,,,,,,,8,0
5870252,19191872+4111343,,,,,,,5,0
5871161,19202915+4109422,,,,,,,6,0
5871194,19203193+4108428,,,,,,,6,0
5872696,19222309+4111083,,,,,,,8,0
5872745,19222710+4109149,,,,,,,2,0
5873185,19230001+4111345,,,,,,,5,0
5876086,19265489+4107030,,,,,,,6,0
5876360,19271663+4106444,,,,,,,4,0
5876385,19271864+4109089,,,,,,,8,0
5876689,19274351+4110351,,,,,,,6,0
5876719,19274571+4111012,,,,,,,6,0
5876914,19275999+4108498,,,,,,,6,0
5877364,19283836+4111537,,,,,,,4,0
5878088,19293396+4111547,,,,,,,6,0
5878563,19301009+4111376,,,,,,,6,0
5879261,19310501+4106408,,,,,,,5,0
5879265,19310525+4109102,,,,,,,8,0
5879351,19311141+4108157,,,,,,,8,0
5879439,19311809+4110216,,,,,,,6,0
5879487,19312067+4110097,,,,,,,6,0
5879819,19314329+4107470,,,,,,,5,0
5880386,19322510+4108009,,,,,,,1,0
5880388,19322509+4108072,,,,,,,2,0
5880589,19323972+4109455,,,,,,,5,0
5880622,19324183+4107006,,,,,,,5,0
5880921,19330267+4108397,,,,,,,5,0
5881213,19332324+4110364,,,,,,,7,0
5881733,19340200+4111422,,,,,,,8,0
5887425,19401738+4106437,,,,,,,4,0
5888545,19412549+4109146,,,,,,,6,0
5891475,19441529+4109242,,,,,,,4,0
5892161,19445255+4106009,,,,,,,5,0
5893799,19461984+4110551,,,,,,,5,0
5894549,19470245+4110432,,,,,,,5,0
5894825,19471873+4111313,,,,,,,6,0
5894987,19472748+4110179,,,,,,,6,0
5898603,19503371+4111430,,,,,,,6,0
5898637,19503558+4110385,,,,,,,6,0
5899089,19505737+4107521,,,,,,,4,0
5899165,19510090+4110199,,,,,,,8,0
5899176,19510158+4111305,,,,,,,8,0
5899262,19510577+4111248,,,,,,,6,0
5899469,19511564+4106326,,,,,,,5,0
5899649,19512383+4111591,,,,,,,6,0
5900003,19514467+4110262,,,,,,,6,0
5900322,19520593+4109243,,,,,,,6,0
5900525,19521807+4111047,,,,,,,6,0
5902252,19534733+4108407,,,,,,,6,0
5903003,19542302+4111562,,,,,,,6,0
5904332,19552874+4107104,,,,,,,6,0
5904361,19553060+4110043,,,,,,,8,0
5905234,19561040+4111092,,,,,,,6,0
5905446,19561996+4110585,,,,,,,8,0
5905685,19563125+4110548,,,,,,,6,0
5905864,19564109+4107427,,,,,,,5,0
5905992,19564777+4111077,,,,,,,6,0
5938341,18520947+4112432,,,,,,,4,0
5938349,18521020+4115150,,,,,,,5,0
5939450,18541435+4113328,,,,,,,2,0
5939482,18541769+4113297,,,,,,,5,0
5939577,18542540+4114573,,,,,,,6,0
5939737,18544417+4117391,,,,,,,8,0
5939753,18544553+4113105,,,,,,,6,0
5940490,18561484+4112285,,,,,,,8,0
5940554,18562151+4113437,,,,,,,6,0
5941715,18584786+4113311,,,,,,,4,0
5942138,18593551+4112424,,,,,,,6,0
5942277,18595325+4117215,,,,,,,6,0
5942300,18595488+4115280,,,,,,,6,0
5943385,19020105+4114024,,,,,,,6,0
5949911,19134374+4116563,,,,,,,6,0
5951137,19153283+4114385,,,,,,,6,0
5951328,19154684+4113504,,,,,,,6,0
5952338,19170485+4112132,,,,,,,6,0
5952366,19170633+4115353,,,,,,,2,0
5952403,19170897+4115536,,,,,,,2,0
5952695,19172898+4113049,,,,,,,8,0
5953736,19184571+4116157,,,,,,,6,0
5953810,19185207+4114409,,,,,,,8,0
5954336,19193165+4112504,,,,,,,6,0
5954370,19193368+4116160,,,,,,,3,0
5954627,19195230+4114172,,,,,,,6,0
5954945,19201554+4116507,,,,,,,6,0
5955461,19205422+4113366,,,,,,,8,0
5955501,19205706+4114487,,,,,,,6,0
5955731,19211422+4113296,,,,,,,6,0
5955836,19212218+4116012,,,,,,,6,0
5956166,19214799+4116037,,,,,,,6,0
5956625,19222370+4117498,,,,,,,6,0
5956787,19223630+4114042,,,,,,,6,0
5959908,19264638+4112551,,,,,,,1,0
5960092,19270078+4112184,,,,,,,5,0
5960267,19271415+4113570,,,,,,,6,0
5960710,19275036+4116047,,,,,,,6,0
5961063,19281848+4113351,,,,,,,6,0
5961152,19282639+4112010,,,,,,,5,0
5961270,19283562+4114486,,,,,,,8,0
5961477,19285223+4116412,,,,,,,6,0
5961669,19290790+4117046,,,,,,,6,0
5961794,19291720+4113241,,,,,,,5,0
5962551,19301353+4115023,,,,,,,5,0
5963751,19314509+4115131,,,,,,,0,0
5963753,19314553+4115112,,,,,,,4,0
5963775,19314661+4112545,,,,,,,8,0
5964115,19320880+4116590,,,,,,,7,0
5964132,19321032+4112081,,,,,,,5,0
5965052,19331041+4112055,,,,,,,6,0
5965121,19331675+4115344,,,,,,,6,0
5965910,19341196+4114504,,,,,,,5,0
5966669,19350687+4112413,,,,,,,5,0
5967315,19354751+4114523,,,,,,,6,0
5975207,19434995+4117380,,,,,,,6,0
5975246,19435193+4114301,,,,,,,6,0
5975712,19441672+4116155,,,,,,,8,0
5976006,19443234+4112187,,,,,,,6,0
5976532,19450026+4116054,,,,,,,6,0
5977048,19452636+4114490,,,,,,,8,0
5977541,19455411+4114281,,,,,,,8,0
5978295,19463513+4115372,,,,,,,8,0
5979075,19471844+4114330,,,,,,,8,0
5979096,19471946+4112497,,,,,,,6,0
5979460,19473918+4117462,,,,,,,5,0
5979552,19474328+4117420,,,,,,,6,0
5979723,19475180+4113563,,,,,,,8,0
5979770,19475465+4112457,,,,,,,8,0
5979866,19480004+4112170,,,,,,,8,0
5979965,19480577+4115518,,,,,,,6,0
5980099,19481260+4112563,,,,,,,6,0
5981039,19490195+4114058,,,,,,,8,0
5981242,19491012+4116076,,,,,,,4,0
5981351,19491549+4113043,,,,,,,6,0
5981444,19492007+4112457,,,,,,,6,0
5982605,19501849+4114043,,,,,,,8,0
5982938,19503436+4112378,,,,,,,6,0
5983031,19503921+4114163,,,,,,,6,0
5983351,19505639+4115129,,,,,,,5,0
5983759,19511957+4116154,,,,,,,6,0
5984141,19514074+4115294,,,,,,,6,0
5984615,19520841+4112081,,,,,,,6,0
5984619,19520849+4113170,,,,,,,6,0
5985314,19524459+4113268,,,,,,,5,0
5985647,19530109+4116277,,,,,,,6,0
5985713,19530436+4115059,,,,,,,6,0
5988029,19550551+4113472,,,,,,,8,0
5988382,19552310+4114558,,,,,,,5,0
5988434,19552610+4114478,,,,,,,6,0
5988573,19553350+4117430,,,,,,,6,0
5988878,19554767+4114427,,,,,,,6,0
5988889,19554800+4112543,,,,,,,6,0
5989157,19560034+4116459,,,,,,,6,0
5989353,19560876+4113242,,,,,,,6,0
5989437,19561279+4117074,,,,,,,5,0
5989498,19561529+4114523,,,,,,,6,0
5990694,19571049+4115469,,,,,,,8,0
5990706,19571110+4113258,,,,,,,6,0
5990786,19571515+4113347,,,,,,,6,0
6019232,18484883+4120552,,,,,,,8,0
6019393,18491277+4118342,,,,,,,6,0
6019416,18491646+4123226,,,,,,,8,0
6019470,18492215+4120090,,,,,,,6,0
6019479,18492328+4118109,,,,,,,6,0
6019524,18492926+4122142,,,,,,,6,0
6019612,18493930+4121182,,,,,,,8,0
6020223,18505353+4122272,,,,,,,6,0
6020848,18520474+4122298,,,,,,,4,0
6020867,18520723+4122596,,,,,,,2,0
6020898,18520875+4122223,,,,,,,2,0
6020919,18521157+4118142,,,,,,,8,0
6021111,18523506+4121117,,,,,,,6,0
6021331,18530490+4122263,,,,,,,8,0
6021902,18541033+4123549,,,,,,,5,0
6022075,18542865+4121320,,,,,,,6,0
6022397,18550921+4123270,,,,,,,6,0
6022408,18551073+4123084,,,,,,,6,0
6022900,18560620+4122410,,,,,,,6,0
6023651,18573279+4118073,,,,,,,6,0
6023816,18575363+4121328,,,,,,,8,0
6023835,18575661+4121095,,,,,,,6,0
6024237,18584561+4121274,,,,,,,5,0
6024295,18585213+4122203,,,,,,,5,0
6024453,18591102+4122313,,,,,,,6,0
6025679,19013601+4121328,,,,,,,6,0
6025983,19021202+4118302,,,,,,,7,0
6026368,19025391+4122042,,,,,,,5,0
6026531,19031194+4120505,,,,,,,6,0
6026805,19033889+4118454,,,,,,,3,0
6026924,19035249+4121488,,,,,,,6,0
6026960,19035699+4122516,,,,,,,6,0
6027057,19040856+4121063,,,,,,,6,0
6029069,19080383+4120084,,,,,,,6,0
6029214,19081814+4123276,,,,,,,6,0
6029249,19082232+4123336,,,,,,,8,0
6029449,19084210+4121149,,,,,,,2,0
6029631,19090119+4122145,,,,,,,6,0
6032320,19134431+4122074,,,,,,,3,0
6032713,19142103+4118081,,,,,,,4,0
6032844,19143191+4123487,,,,,,,6,0
6033242,19150877+4119255,,,,,,,5,0
6033395,19152129+4123093,,,,,,,5,0
6033524,19153156+4120114,,,,,,,8,0
6033704,19154687+4122072,,,,,,,8,0
6033818,19155623+4120424,,,,,,,5,0
6033833,19155741+4122424,,,,,,,6,0
6034033,19161321+4118236,,,,,,,8,0
6034141,19162350+4121282,,,,,,,6,0
6034379,19164423+4120366,,,,,,,3,0
6034812,19172075+4119068,,,,,,,6,0
6034923,19173080+4121033,,,,,,,5,0
6034965,19173364+4123027,,,,,,,6,0
6036118,19190434+4120314,,,,,,,6,0
6036653,19194498+4120279,,,,,,,6,0
6037363,19204304+4118185,,,,,,,6,0
6037598,19205798+4119196,,,,,,,6,0
6037983,19212363+4118095,,,,,,,8,0
6038512,19220436+4119138,,,,,,,6,0
6038647,19221335+4122445,,,,,,,6,0
6038732,19221919+4123002,,,,,,,3,0
6038881,19223101+4121399,,,,,,,6,0
6039118,19225313+4121554,,,,,,,6,0
6041948,19264079+4123281,,,,,,,5,0
6042116,19265235+4123238,,,,,,,8,0
6042560,,,,,,,,5,0
6042991,19280159+4123114,,,,,,,6,0
6043170,19281579+4119078,,,,,,,8,0
6043614,19284957+4121007,,,,,,,5,0
6044188,19293315+4118177,,,,,,,5,0
6045268,19304760+4118132,,,,,,,5,0
6045494,19310372+4120126,,,,,,,6,0
6045511,19310531+4122529,,,,,,,6,0
6045824,19312662+4123495,,,,,,,6,0
6046217,19315701+4120479,,,,,,,5,0
6046246,19315961+4120292,,,,,,,5,0
6047245,19331525+4122589,,,,,,,6,0
6047519,19333389+4118075,,,,,,,6,0
6048137,19341641+4119564,,,,,,,5,0
6049399,19354593+4118214,,,,,,,6,0
6049426,19354814+4118464,,,,,,,2,0
6049470,19355143+4119079,,,,,,,7,0
6049529,19355569+4119560,,,,,,,6,0
6056992,19434041+4119554,,,,,,,3,0
6057818,19442928+4123307,,,,,,,6,0
6057894,19443278+4119097,,,,,,,8,0
6058294,19445577+4120296,,,,,,,5,0
6058913,19453051+4122048,,,,,,,2,0
6059748,19461713+4120021,,,,,,,5,0
6059961,19462865+4123550,,,,,,,8,0
6060311,19465016+4119172,,,,,,,6,0
6060341,19465189+4122032,,,,,,,8,0
6060847,19471893+4121535,,,,,,,8,0
6061714,19480258+4122308,,,,,,,6,0
6062298,19483332+4118018,,,,,,,4,0
6064024,19500935+4122428,,,,,,,6,0
6064932,19505951+4119543,,,,,,,8,0
6065535,19513923+4119016,,,,,,,6,0
6065642,19514716+4121195,,,,,,,6,0
6065678,19514916+4120406,,,,,,,3,0
6066369,19523127+4119041,,,,,,,6,0
6066486,19523656+4122218,,,,,,,1,0
6067005,19530426+4119099,,,,,,,6,0
6067107,19530962+4119168,,,,,,,6,0
6067271,19531815+4119427,,,,,,,6,0
6067538,19533502+4119148,,,,,,,6,0
6067675,19534462+4119128,,,,,,,6,0
6067727,19534841+4118059,,,,,,,5,0
6068108,19541321+4123088,,,,,,,6,0
6070438,19560911+4120317,,,,,,,6,0
6070496,19561220+4120076,,,,,,,5,0
6070991,19563503+4121320,,,,,,,6,0
6071188,19564376+4121019,,,,,,,8,0
6071286,19564857+4123271,,,,,,,6,0
6071477,19565811+4121594,,,,,,,6,0
6071666,19570652+4121270,,,,,,,6,0
6071867,19571464+4123358,,,,,,,5,0
6072409,19573907+4120454,,,,,,,5,0
6072520,19574407+4121548,,,,,,,5,0
6072771,19575610+4119167,,,,,,,3,0
6072862,19575964+4119233,,,,,,,5,0
6072910,19580210+4118217,,,,,,,6,0
6099502,18481876+4125406,,,,,,,5,0
6099800,18485432+4125217,,,,,,,7,0
6100054,18492599+4127176,,,,,,,8,0
6100631,18503027+4127053,,,,,,,6,0
6101376,18514866+4127545,,,,,,,2,0
6101535,18520489+4127592,,,,,,,5,0
6101806,18523981+4129288,,,,,,,6,0
6102529,18540375+4127108,,,,,,,6,0
6102826,18543562+4128449,,,,,,,6,0
6103287,18553533+4127089,,,,,,,8,0
6103918,18564368+4128565,,,,,,,6,0
6104753,18583031+4124571,,,,,,,5,0
6104933,18585221+4128114,,,,,,,4,0
6105065,18590837+4126418,,,,,,,5,0
6105669,19001581+4129130,,,,,,,6,0
6106402,19013702+4128572,,,,,,,5,0
6106415,19013967+4129243,,,,,,,2,0
6106918,19023716+4126378,,,,,,,5,0
6107402,19032764+4129581,,,,,,,6,0
6109477,19071724+4128270,,,,,,,6,0
6109916,19080067+4125475,,,,,,,4,0
6111026,19095441+4128427,,,,,,,6,0
6113605,19141738+4125067,,,,,,,6,0
6114003,19145280+4124285,,,,,,,3,0
6114042,19145740+4125165,,,,,,,8,0
6114172,19150833+4128064,,,,,,,7,0
6114481,19153428+4129177,,,,,,,6,0
6114547,19154043+4129178,,,,,,,6,0
6114684,19155247+4129131,,,,,,,5,0
6114849,19160454+4124059,,,,,,,5,0
6115025,19162001+4126018,,,,,,,8,0
6115528,19170113+4129307,,,,,,,8,0
6115530,19170156+4127168,,,,,,,8,0
6115549,19170300+4125133,,,,,,,8,0
6116035,19174537+4129347,,,,,,,6,0
6116172,19175555+4129579,,,,,,,4,0
6116602,19182925+4127230,,,,,,,5,0
6116605,19182925+4127230,,,,,,,4,0
6116612,19182959+4129359,,,,,,,8,0
6117602,19194106+4127490,,,,,,,5,0
6117772,19195306+4129105,,,,,,,6,0
6118584,19205386+4125144,,,,,,,6,0
6119403,19214996+4125434,,,,,,,7,0
6119788,19221870+4124560,,,,,,,8,0
6122868,19262497+4125079,,,,,,,5,0
6123124,19264522+4125105,,,,,,,6,0
6123251,19265499+4124378,,,,,,,5,0
6123391,19270691+4127393,,,,,,,6,0
6123533,19271849+4124017,,,,,,,6,0
6123556,19272049+4125140,,,,,,,5,0
6123596,19272335+4124315,,,,,,,6,0
6123631,19272573+4124119,,,,,,,5,0
6123671,19272830+4127007,,,,,,,6,0
6123710,19273091+4126104,,,,,,,8,0
6123728,19273208+4127454,,,,,,,6,0
6124597,19283727+4129251,,,,,,,6,0
6124941,19290271+4126338,,,,,,,5,0
6125989,19302025+4126252,,,,,,,6,0
6126191,19303634+4126594,,,,,,,8,0
6126225,19303974+4127264,,,,,,,5,0
6126251,19304198+4127230,,,,,,,6,0
6127083,19314354+4125379,,,,,,,5,0
6127362,19320522+4125472,,,,,,,7,0
6128579,19333133+4128229,,,,,,,1,0
6128820,19334913+4128227,,,,,,,4,0
6128990,19340244+4129459,,,,,,,6,0
6129108,19341081+4124328,,,,,,,6,0
6129156,19341474+4127211,,,,,,,4,0
6129208,19341842+4125164,,,,,,,3,0
6129655,19344932+4129044,,,,,,,7,0
6130523,19355037+4128020,,,,,,,5,0
6131405,19364997+4129295,,,,,,,6,0
6137797,19432703+4127356,,,,,,,6,0
6138338,19435635+4124565,,,,,,,5,0
6139399,19445218+4126474,,,,,,,6,0
6140737,19460237+4127525,,,,,,,4,0
6141361,19463718+4124501,,,,,,,6,0
6141407,19464031+4124580,,,,,,,6,0
6141431,19464151+4127372,,,,,,,6,0
6141965,19470942+4125039,,,,,,,6,0
6142922,19475599+4126497,,,,,,,1,0
6143098,19480550+4126551,,,,,,,6,0
6143103,19480568+4125023,,,,,,,6,0
6143819,19484172+4128160,,,,,,,6,0
6143866,19484434+4125221,,,,,,,6,0
6144262,19490783+4129122,,,,,,,6,0
6146173,19505656+4129337,,,,,,,6,0
6146246,19510102+4129364,,,,,,,6,0
6146503,19511591+4127401,,,,,,,5,0
6146617,19512330+4127367,,,,,,,8,0
6147051,19515143+4129215,,,,,,,6,0
6147379,19520898+4129552,,,,,,,8,0
6148349,19525911+4125210,,,,,,,8,0
6148508,19530783+4129177,,,,,,,6,0
6148690,19531745+4129220,,,,,,,6,0
6148893,19532771+4129240,,,,,,,6,0
6149199,19534366+4128036,,,,,,,6,0
6149470,19535716+4127307,,,,,,,6,0
6150066,19543168+4125026,,,,,,,5,0
6150124,19543533+4127517,,,,,,,2,0
6150498,19545594+4126328,,,,,,,6,0
6150518,19545652+4129574,,,,,,,6,0
6150782,19550896+4128165,,,,,,,8,0
6153030,19565404+4125164,,,,,,,6,0
6153233,19570388+4126507,,,,,,,5,0
6153390,19571205+4126236,,,,,,,1,0
6153407,19571285+4126275,,,,,,,5,0
6153632,19572370+4125153,,,,,,,3,0
6181115,18490409+4130089,,,,,,,6,0
6181179,18491360+4134475,,,,,,,5,0
6181410,18493800+4132024,,,,,,,8,0
6181648,18500379+4131276,,,,,,,8,0
6181735,18501373+4135536,,,,,,,8,0
6181942,18503663+4132552,,,,,,,6,0
6182176,18510142+4131399,,,,,,,6,0
6182417,18512728+4132411,,,,,,,4,0
6182578,18514657+4134150,,,,,,,6,0
6182658,18515553+4130369,,,,,,,6,0
6183019,,,,,,,,5,0
6183128,18525034+4133492,,,,,,,5,0
6183270,18530722+4132208,,,,,,,6,0
6183396,18532077+4130122,,,,,,,6,0
6183400,18532099+4134494,,,,,,,5,0
6183478,18533278+4131444,,,,,,,8,0
6183900,18541909+4133007,,,,,,,6,0
6185200,18565077+4131558,,,,,,,6,0
6185513,18572904+4130579,,,,,,,8,0
6185709,18574955+4130458,,,,,,,6,0
6185785,18575684+4132307,,,,,,,6,0
6185834,18580315+4130053,,,,,,,6,0
6185841,18580372+4132505,,,,,,,6,0
6185888,18580933+4132267,,,,,,,6,0
6186554,18592905+4133080,,,,,,,6,0
6186717,18594719+4131089,,,,,,,6,0
6186762,18595248+4131510,,,,,,,6,0
6187073,19002908+4132586,,,,,,,6,0
6187329,19005993+4131451,,,,,,,6,0
6187474,19011748+4133423,,,,,,,6,0
6187620,19013221+4135116,,,,,,,6,0
6187872,19020247+4133232,,,,,,,5,0
6188207,19024070+4134341,,,,,,,8,0
6188234,19024363+4130328,,,,,,,5,0
6188402,19030402+4135058,,,,,,,6,0
6188420,19030627+4133302,,,,,,,8,0
6188427,19030713+4134342,,,,,,,6,0
6188488,19031299+4131521,,,,,,,6,0
6188700,19033373+4132171,,,,,,,6,0
6190771,19072463+4135325,,,,,,,5,0
6191195,19080617+4131164,,,,,,,6,0
6191858,19091153+4130424,,,,,,,6,0
6192046,19092991+4134205,,,,,,,8,0
6192074,19093217+4132157,,,,,,,6,0
6192242,19094640+4134380,,,,,,,2,0
6192258,19094862+4134339,,,,,,,3,0
6192260,19094862+4134339,,,,,,,3,0
6192549,19101792+4131125,,,,,,,6,0
6192580,19102077+4134030,,,,,,,6,0
6192847,19104748+4135079,,,,,,,8,0
6195556,19150604+4131221,,,,,,,8,0
6195940,19153899+4133302,,,,,,,5,0
6196054,19154786+4131332,,,,,,,3,0
6196457,19162065+4133465,,,,,,,8,0
