Kepler_ID,2MASS ID,Teff,Log_G,Metallicity (solar=0.0),E(B-V),A_V,Radius (solar=1.0),Photometry_Qual,Astrophysics_Qual
10483855,19465794+4739182,,,,,,,6,0
10483942,19470431+4739518,,,,,,,2,0
10484150,19471924+4736596,,,,,,,8,0
10484679,19475394+4741127,,,,,,,6,0
10484817,19480550+4738234,,,,,,,8,0
10484846,19480843+4737310,,,,,,,8,0
10485986,19492580+4737011,,,,,,,5,0
10486423,19495433+4737350,,,,,,,5,0
10486589,19500386+4736527,,,,,,,8,0
10487556,19511059+4736513,,,,,,,6,0
10487566,19511125+4739185,,,,,,,6,0
10487648,19511557+4740124,,,,,,,8,0
10487866,19513261+4740495,,,,,,,5,0
10488450,19521061+4737404,,,,,,,5,0
10488720,19522928+4736136,,,,,,,8,0
10489175,19525965+4737327,,,,,,,4,0
10489311,19531037+4736496,,,,,,,8,0
10489539,19532606+4738189,,,,,,,6,0
10490844,19545437+4738354,,,,,,,2,0
10491013,19550484+4736191,,,,,,,6,0
10491031,19550651+4739194,,,,,,,6,0
10491422,19553242+4737586,,,,,,,4,0
10513339,18420185+4747159,,,,,,,5,0
10513361,18420688+4743171,,,,,,,5,0
10513991,18435219+4746107,,,,,,,5,0
10514317,18444872+4745397,,,,,,,2,0
10515478,18480117+4743554,,,,,,,6,0
10515528,18480606+4746475,,,,,,,8,0
10515770,18484610+4747445,,,,,,,6,0
10516564,18504476+4746262,,,,,,,6,0
10517309,18522868+4742537,,,,,,,6,0
10517413,18524346+4745142,,,,,,,6,0
10517791,18533192+4741597,,,,,,,6,0
10518380,18545402+4745486,,,,,,,8,0
10518470,18550625+4742491,,,,,,,6,0
10518527,18551432+4746570,,,,,,,6,0
10518646,18552982+4746248,,,,,,,5,0
10519285,18565131+4744125,,,,,,,6,0
10521392,19011977+4745118,,,,,,,6,0
10521568,19014414+4745049,,,,,,,5,0
10522163,19025761+4747014,,,,,,,4,0
10522368,19032197+4743520,,,,,,,8,0
10525092,19093301+4742213,,,,,,,8,0
10525205,19094672+4744485,,,,,,,3,0
10525277,19095502+4747174,,,,,,,6,0
10525330,19100168+4747553,,,,,,,6,0
10525410,19101196+4742460,,,,,,,6,0
10525439,19101533+4746429,,,,,,,6,0
10525662,19104406+4743094,,,,,,,6,0
10525921,19111517+4743581,,,,,,,5,0
10525968,19112095+4742269,,,,,,,5,0
10526356,19121016+4746050,,,,,,,8,0
10526500,19122606+4742252,,,,,,,5,0
10526946,19132057+4746473,,,,,,,5,0
10526948,19132081+4746491,,,,,,,2,0
10527000,19132591+4742046,,,,,,,5,0
10527357,19140976+4745498,,,,,,,5,0
10527363,19141040+4743323,,,,,,,5,0
10528264,19155301+4742030,,,,,,,6,0
10528286,19155547+4747073,,,,,,,6,0
10528339,19160210+4746185,,,,,,,6,0
10528564,19162753+4746486,,,,,,,8,0
10529125,19173200+4747276,,,,,,,2,0
10531955,19221047+4743331,,,,,,,6,0
10532112,19222554+4744113,,,,,,,6,0
10532121,19222605+4743310,,,,,,,6,0
10532138,19222691+4746139,,,,,,,6,0
10532431,19225912+4745155,,,,,,,6,0
10532461,19230194+4742526,,,,,,,5,0
10532566,19231015+4746518,,,,,,,6,0
10532770,19233127+4743591,,,,,,,7,0
10532847,19233840+4742526,,,,,,,5,0
10533290,19242638+4743347,,,,,,,8,0
10533538,19245262+4747463,,,,,,,6,0
10534150,19255989+4743073,,,,,,,6,0
10534340,19261870+4742552,,,,,,,6,0
10534485,19263051+4743022,,,,,,,6,0
10535090,19273177+4745052,,,,,,,6,0
10535457,19280550+4745484,,,,,,,6,0
10535494,19280911+4742447,,,,,,,6,0
10535803,19283610+4747086,,,,,,,6,0
10535954,19285051+4747234,,,,,,,8,0
10536593,19295439+4746009,,,,,,,8,0
10536753,19301068+4743159,,,,,,,8,0
10537442,19312187+4742104,,,,,,,8,0
10537494,19312702+4745073,,,,,,,4,0
10537537,19313109+4745084,,,,,,,6,0
10537757,19315587+4747091,,,,,,,6,0
10537940,19321153+4746453,,,,,,,5,0
10538002,19321796+4747027,,,,,,,5,0
10538162,19323353+4747531,,,,,,,6,0
10538178,19323547+4746197,,,,,,,6,0
10538299,19324746+4746326,,,,,,,8,0
10544976,19423720+4745486,,,,,,,5,0
10545080,19424535+4747406,,,,,,,5,0
10545148,19425074+4744466,,,,,,,8,0
10545245,19425885+4743357,,,,,,,5,0
10545826,19434762+4747446,,,,,,,6,0
10545983,19435993+4747293,,,,,,,5,0
10547684,19461734+4744024,,,,,,,8,0
10548114,19465079+4742260,,,,,,,8,0
10548332,19470622+4742354,,,,,,,4,0
10548411,19471273+4747095,,,,,,,6,0
10548992,19475079+4747191,,,,,,,4,0
10549271,19480958+4742068,,,,,,,4,0
10549422,19481907+4745035,,,,,,,8,0
10549821,19484579+4747569,,,,,,,8,0
10551785,19505862+4746068,,,,,,,5,0
10552097,19511800+4742046,,,,,,,6,0
10552123,19511971+4744272,,,,,,,6,0
10552368,19513645+4745509,,,,,,,6,0
10552441,19514123+4744421,,,,,,,6,0
10552532,19514656+4742181,,,,,,,5,0
10553224,19523538+4744580,,,,,,,7,0
10553384,19524676+4744318,,,,,,,6,0
10553385,19524683+4743238,,,,,,,5,0
10554152,19534277+4746096,,,,,,,5,0
10554583,19541055+4744241,,,,,,,6,0
10555072,19544530+4742455,,,,,,,1,0
10555660,19552386+4742177,,,,,,,5,0
10555705,19552642+4743581,,,,,,,3,0
10555852,19553572+4743580,,,,,,,2,0
10555960,19554208+4747225,,,,,,,6,0
10556014,19554525+4745292,,,,,,,6,0
10556191,19555790+4742422,,,,,,,6,0
10556638,19562678+4745066,,,,,,,6,0
10557411,19572118+4745599,,,,,,,6,0
10577671,18415794+4748254,,,,,,,5,0
10577692,18420034+4749499,,,,,,,5,0
10577753,18420928+4748020,,,,,,,5,0
10577789,18421451+4751303,,,,,,,5,0
10577796,18421505+4748036,,,,,,,5,0
10578163,18431842+4752547,,,,,,,5,0
10578323,18434057+4748487,,,,,,,5,0
10579019,18452132+4750595,,,,,,,8,0
10579070,18452926+4752273,,,,,,,6,0
10579087,18453131+4748152,,,,,,,5,0
10579148,18454127+4752510,,,,,,,5,0
10579190,18454835+4751594,,,,,,,6,0
10579588,18464189+4750336,,,,,,,5,0
10579731,18470091+4752523,,,,,,,3,0
10579765,18470416+4748497,,,,,,,6,0
10579900,18472204+4751143,,,,,,,8,0
10580225,18480877+4748534,,,,,,,6,0
10580309,18482094+4749380,,,,,,,6,0
10580434,18484134+4750053,,,,,,,6,0
10580626,18490787+4748252,,,,,,,6,0
10580856,18493931+4750233,,,,,,,6,0
10581223,18503360+4750274,,,,,,,6,0
10581474,18510805+4752266,,,,,,,8,0
10581615,18512691+4748031,,,,,,,5,0
10581734,18514234+4752143,,,,,,,4,0
10582833,18541768+4750008,,,,,,,6,0
10583081,18545198+4753416,,,,,,,3,0
10583089,18545342+4751083,,,,,,,6,0
10583320,18552362+4749328,,,,,,,6,0
10583346,18552742+4749235,,,,,,,6,0
10583356,18552814+4752468,,,,,,,8,0
10583394,18553342+4753067,,,,,,,6,0
10583451,18554189+4749069,,,,,,,6,0
10583510,18555199+4750281,,,,,,,8,0
10583654,18561045+4752122,,,,,,,6,0
10583963,18565054+4753223,,,,,,,6,0
10583977,18565355+4750448,,,,,,,6,0
10586004,19011470+4750549,,,,,,,8,0
10586309,19015733+4752449,,,,,,,6,0
10586565,19022736+4750165,,,,,,,8,0
10587235,19034872+4751095,,,,,,,6,0
10587397,19040649+4753428,,,,,,,6,0
10587498,19042227+4753575,,,,,,,6,0
10589849,19092909+4748335,,,,,,,4,0
10590622,19110863+4752160,,,,,,,5,0
10590641,19111156+4751429,,,,,,,8,0
10590779,19112970+4748225,,,,,,,5,0
10590887,19114287+4748273,,,,,,,8,0
10591013,19115820+4749492,,,,,,,6,0
10591351,19123942+4748562,,,,,,,6,0
10592139,19141087+4751097,,,,,,,6,0
10592188,19141621+4751093,,,,,,,5,0
10592258,19142351+4750404,,,,,,,6,0
10592589,19150062+4752386,,,,,,,5,0
10592818,19152552+4752055,,,,,,,5,0
10593306,19161880+4750052,,,,,,,2,0
10593327,19162114+4749241,,,,,,,2,0
10593493,19164008+4750578,,,,,,,6,0
10593549,19164549+4749118,,,,,,,6,0
10593632,19165281+4753584,,,,,,,8,0
10593735,19170127+4752240,,,,,,,6,0
10593761,19170299+4753347,,,,,,,6,0
10593779,19170467+4751400,,,,,,,5,0
10594132,19174292+4749376,,,,,,,8,0
10594326,19180472+4751158,,,,,,,8,0
10596359,19211829+4753588,,,,,,,7,0
10596546,19213689+4751238,,,,,,,6,0
10597178,19224446+4750317,,,,,,,6,0
10597492,19231831+4751464,,,,,,,6,0
10597857,19240123+4751519,,,,,,,8,0
10597927,19240635+4752353,,,,,,,5,0
10598166,19243078+4748082,,,,,,,4,0
10598740,19252879+4753171,,,,,,,6,0
10598873,19254337+4749437,,,,,,,6,0
10598894,19254443+4750540,,,,,,,6,0
10599245,19261724+4752143,,,,,,,8,0
10599273,19262028+4749066,,,,,,,5,0
10599376,19262978+4752052,,,,,,,5,0
10599644,19265653+4752532,,,,,,,8,0
10599655,19265831+4749031,,,,,,,6,0
10599842,19271483+4750514,,,,,,,6,0
10599883,19271788+4753374,,,,,,,5,0
10599994,19272938+4748280,,,,,,,5,0
10600236,19275010+4753507,,,,,,,6,0
10600354,19280153+4751540,,,,,,,6,0
10600899,19285324+4753295,,,,,,,8,0
10601380,19293988+4748137,,,,,,,8,0
10601579,19295805+4750072,,,,,,,8,0
10601681,19300850+4749311,,,,,,,4,0
10601693,19301027+4749354,,,,,,,2,0
10602324,19311259+4752568,,,,,,,6,0
10602466,19312583+4749388,,,,,,,6,0
10602505,19312935+4751123,,,,,,,6,0
10602514,19313005+4752449,,,,,,,6,0
10602564,19313415+4752382,,,,,,,7,0
10602599,19313833+4749099,,,,,,,6,0
10603076,19322898+4750102,,,,,,,6,0
10603599,19331581+4753159,,,,,,,8,0
10603707,19332643+4750259,,,,,,,6,0
10604174,19341205+4752292,,,,,,,8,0
10604224,19341683+4750248,,,,,,,6,0
10604238,19341878+4748523,,,,,,,6,0
10604297,19342364+4751150,,,,,,,8,0
10604562,19344749+4753328,,,,,,,5,0
10609476,19415685+4753503,,,,,,,6,0
10610744,19433781+4748482,,,,,,,5,0
10611110,19440480+4748130,,,,,,,8,0
10611258,19441545+4752195,,,,,,,5,0
10612336,19453385+4749158,,,,,,,6,0
10612592,19455396+4751306,,,,,,,2,0
10612594,19455397+4751356,,,,,,,5,0
10612875,19461458+4752505,,,,,,,1,0
10613758,19472184+4753098,,,,,,,4,0
10613784,19472364+4748497,,,,,,,6,0
10613999,19474181+4749035,,,,,,,5,0
10614238,19475942+4753008,,,,,,,5,0
10614273,19480144+4752513,,,,,,,5,0
10614613,19482541+4753190,,,,,,,6,0
10614796,19483685+4750220,,,,,,,6,0
10615311,19491060+4750036,,,,,,,3,0
10615496,19492386+4749246,,,,,,,6,0
10616920,19510281+4754002,,,,,,,5,0
10617229,19512161+4750529,,,,,,,8,0
10617327,19512807+4753489,,,,,,,5,0
10617362,19513075+4749278,,,,,,,6,0
10617822,19520091+4748356,,,,,,,6,0
10617967,19521014+4750312,,,,,,,5,0
10618322,19523471+4748294,,,,,,,5,0
10618471,19524524+4752316,,,,,,,6,0
10618606,19525430+4752471,,,,,,,5,0
10618663,,,,,,,,2,0
10618721,19530125+4748276,,,,,,,2,0
10618918,19531498+4751240,,,,,,,6,0
10619176,19533358+4750059,,,,,,,6,0
10619785,19541494+4752039,,,,,,,5,0
10619908,19542209+4751290,,,,,,,8,0
10619988,19542742+4749212,,,,,,,6,0
10620301,19544888+4752109,,,,,,,6,0
10620363,19545254+4749323,,,,,,,5,0
10620410,19545695+4751498,,,,,,,6,0
10621317,19555477+4748575,,,,,,,6,0
10621512,19560643+4751285,,,,,,,6,0
10622653,19572653+4750167,,,,,,,6,0
10622799,19573703+4748108,,,,,,,4,0
10644890,18451505+4758558,,,,,,,6,0
10644934,18452226+4756171,,,,,,,6,0
10645230,18460628+4758040,,,,,,,6,0
10645621,18470669+4754591,,,,,,,6,0
10645722,18472233+4756161,,,,,,,5,0
10645746,18472575+4754086,,,,,,,8,0
10645960,18475595+4759045,,,,,,,6,0
10646228,18483699+4756088,,,,,,,6,0
10646231,18483757+4758576,,,,,,,5,0
10647081,18504521+4758195,,,,,,,6,0
10647288,18511442+4755073,,,,,,,6,0
10647424,18513523+4755311,,,,,,,5,0
10647432,18513692+4757163,,,,,,,8,0
10647493,18514514+4757294,,,,,,,8,0
10647531,18515262+4757514,,,,,,,5,0
10647621,18520577+4756450,,,,,,,5,0
10647686,18521526+4755255,,,,,,,8,0
10648716,18543363+4756160,,,,,,,8,0
10648847,18544724+4754464,,,,,,,5,0
10649106,18551969+4756083,,,,,,,5,0
10649230,18553555+4756007,,,,,,,6,0
10649236,18553646+4758335,,,,,,,6,0
10649356,18555344+4754281,,,,,,,6,0
10649359,18555417+4757136,,,,,,,6,0
10649413,18560186+4758052,,,,,,,6,0
10649530,18561872+4759205,,,,,,,8,0
10649735,18564755+4757447,,,,,,,6,0
10651413,19003502+4756309,,,,,,,8,0
10651943,19014504+4757539,,,,,,,6,0
10651962,19014666+4755486,,,,,,,8,0
10652159,19021053+4754063,,,,,,,6,0
10652807,19034171+4757450,,,,,,,8,0
10656218,19111935+4758057,,,,,,,6,0
10656370,19113464+4758320,,,,,,,6,0
10656411,19114027+4754568,,,,,,,8,0
10657150,19130450+4759167,,,,,,,6,0
10657271,19131403+4755343,,,,,,,6,0
10657617,19135276+4758225,,,,,,,6,0
10657760,19140873+4759132,,,,,,,1,0
10657956,19143213+4758352,,,,,,,5,0
10657979,19143469+4757385,,,,,,,5,0
10658251,19150221+4757213,,,,,,,6,0
10658377,19151689+4759425,,,,,,,8,0
10658735,19155339+4759483,,,,,,,6,0
10659281,19164955+4758367,,,,,,,5,0
10659409,19170589+4754596,,,,,,,6,0
10659654,19173111+4758120,,,,,,,8,0
10659688,19173268+4757088,,,,,,,2,0
10659810,19174192+4758232,,,,,,,6,0
10661778,,,,,,,,5,0
10661976,19213013+4759482,,,,,,,6,0
10661999,19213241+4758445,,,,,,,5,0
10662004,19213241+4758445,,,,,,,3,0
10662331,19220474+4757095,,,,,,,4,0
10663134,,,,,,,,5,0
10663197,19233484+4756315,,,,,,,4,0
10665619,19272650+4758468,,,,,,,5,0
10665636,19272795+4754029,,,,,,,6,0
10666592,19285935+4758102,,,,,,,8,0
10666689,19290935+4755051,,,,,,,5,0
10666727,19291277+4759259,,,,,,,6,0
10666949,19293413+4756512,,,,,,,5,0
10667832,19305931+4757412,,,,,,,6,0
10668145,19312917+4759166,,,,,,,6,0
10668244,19313837+4757135,,,,,,,4,0
10668553,19321166+4759341,,,,,,,5,0
10669264,19332009+4757377,,,,,,,6,0
10669671,19335951+4755406,,,,,,,6,0
10669672,19335958+4754013,,,,,,,6,0
10669698,19340173+4755479,,,,,,,6,0
10670412,19350967+4754433,,,,,,,8,0
10670457,19351483+4758531,,,,,,,8,0
10676398,19435546+4758479,,,,,,,4,0
10676405,19435561+4758564,,,,,,,2,0
10676608,19441380+4755435,,,,,,,6,0
10676950,19443725+4759121,,,,,,,2,0
10676952,19443757+4759096,,,,,,,4,0
10677335,19450478+4756070,,,,,,,2,0
10677471,19451372+4758235,,,,,,,6,0
10678963,19470388+4759283,,,,,,,6,0
10679246,19472281+4758209,,,,,,,6,0
10679284,,,,,,,,3,0
10679720,19480011+4755362,,,,,,,6,0
10679880,19481231+4758243,,,,,,,6,0
10681303,19494853+4755376,,,,,,,8,0
10681421,19495709+4758196,,,,,,,4,0
10682562,19511523+4754174,,,,,,,6,0
10682834,19513339+4755543,,,,,,,3,0
10682979,19514263+4754227,,,,,,,5,0
10683086,19515069+4758264,,,,,,,5,0
10683303,19520719+4755545,,,,,,,2,0
10683958,19525373+4754297,,,,,,,5,0
10684769,19534973+4758549,,,,,,,6,0
10685079,19541122+4757334,,,,,,,3,0
10685311,,,,,,,,2,0
10685316,19542685+4757268,,,,,,,6,0
10685353,19542928+4754495,,,,,,,3,0
10685630,19544878+4757032,,,,,,,6,0
10686078,19551974+4755308,,,,,,,8,0
10709049,18440145+4803376,,,,,,,5,0
10709101,18440789+4803593,,,,,,,5,0
10709756,18453530+4801008,,,,,,,6,0
10709857,18454949+4802452,,,,,,,5,0
10710240,18463637+4803014,,,,,,,5,0
10710374,18465149+4804037,,,,,,,5,0
10710467,18470380+4805171,,,,,,,4,0
10710511,18470751+4803574,,,,,,,5,0
10710803,18475052+4803263,,,,,,,6,0
10711003,18481823+4800567,,,,,,,4,0
10711066,18482611+4801109,,,,,,,4,0
10711607,18494098+4805562,,,,,,,8,0
10711938,18502740+4801118,,,,,,,8,0
10712276,18511257+4801563,,,,,,,8,0
10712534,18514965+4803421,,,,,,,5,0
10713398,18534242+4802258,,,,,,,8,0
10713440,18534754+4801065,,,,,,,6,0
10713527,18535754+4803072,,,,,,,8,0
10714245,18553366+4804395,,,,,,,8,0
10714284,18553954+4803233,,,,,,,6,0
10714543,18561292+4802024,,,,,,,5,0
10716211,18594256+4803324,,,,,,,0,0
10716825,,,,,,,,4,0
10716853,19010654+4802081,,,,,,,2,0
10716876,19011001+4801465,,,,,,,5,0
10717091,19013516+4803524,,,,,,,8,0
10717987,19032929+4803200,,,,,,,3,0
10718198,19035486+4801135,,,,,,,8,0
10718512,19043565+4801535,,,,,,,8,0
10718663,19045143+4800317,,,,,,,5,0
10721845,19114371+4802354,,,,,,,6,0
10721980,19120204+4800268,,,,,,,6,0
10722814,19133275+4801536,,,,,,,6,0
10723007,19135191+4802056,,,,,,,6,0
10724016,19153824+4805461,,,,,,,6,0
10724086,19154737+4802448,,,,,,,8,0
10724533,19163802+4805496,,,,,,,5,0
10726810,19202673+4805430,,,,,,,8,0
10727496,19213024+4803358,,,,,,,5,0
10727953,19221394+4801408,,,,,,,8,0
10727973,19221650+4803104,,,,,,,6,0
10728097,19222723+4803236,,,,,,,5,0
10728428,19230239+4800087,,,,,,,6,0
10728719,,,,,,,,2,0
10730100,19254024+4800451,,,,,,,7,0
10730571,19262513+4805274,,,,,,,6,0
10730649,19263277+4803119,,,,,,,6,0
10731527,19275464+4804256,,,,,,,3,0
10733101,19302259+4805461,,,,,,,6,0
10734202,19321229+4803566,,,,,,,8,0
10734449,19323573+4802597,,,,,,,5,0
10735305,19335661+4803324,,,,,,,4,0
10736265,19352668+4802033,,,,,,,6,0
10736489,19354742+4803549,,,,,,,6,0
10741623,19430250+4800069,,,,,,,6,0
10742108,19433614+4801100,,,,,,,6,0
10743463,,,,,,,,4,0
10743595,19453157+4804556,,,,,,,3,0
10743600,,,,,,,,5,0
10745242,19472686+4802324,,,,,,,8,0
10746111,19482421+4805334,,,,,,,8,0
10747081,19492816+4801052,,,,,,,5,0
10748390,19505021+4804508,,,,,,,5,0
10748441,19505403+4803348,,,,,,,4,0
10748602,19510434+4801330,,,,,,,6,0
10748810,19511718+4801117,,,,,,,4,0
10750173,19524383+4804496,,,,,,,8,0
10750251,19524792+4805427,,,,,,,6,0
10750981,19533239+4802032,,,,,,,6,0
10751671,19541411+4804268,,,,,,,8,0
10752815,19551972+4800568,,,,,,,8,0
10775599,18443234+4810364,,,,,,,5,0
10775621,18443437+4810579,,,,,,,5,0
10775631,18443537+4810523,,,,,,,5,0
10775762,18445219+4811238,,,,,,,5,0
10776058,18452836+4811254,,,,,,,4,0
10776469,18462226+4809588,,,,,,,6,0
10776564,18463567+4811494,,,,,,,6,0
10776711,18465282+4808504,,,,,,,6,0
10776784,18470297+4810157,,,,,,,6,0
10776903,18472135+4809474,,,,,,,5,0
10777009,18473823+4810455,,,,,,,8,0
10777060,18474552+4811582,,,,,,,4,0
10777144,18475541+4808533,,,,,,,5,0
10777226,18480563+4810449,,,,,,,4,0
10777361,18482694+4807565,,,,,,,6,0
10777541,18485015+4806460,,,,,,,6,0
10777591,18485684+4809154,,,,,,,6,0
10777655,18490743+4810343,,,,,,,8,0
10777734,18491670+4811285,,,,,,,3,0
10778169,18501195+4809327,,,,,,,6,0
10778226,18501974+4809172,,,,,,,6,0
10778294,18502793+4808256,,,,,,,8,0
10778943,18515096+4809020,,,,,,,7,0
10778978,18515612+4806323,,,,,,,6,0
10779094,18520926+4807456,,,,,,,6,0
10779605,18532079+4808241,,,,,,,5,0
10779831,18534838+4811156,,,,,,,8,0
10779905,18535667+4806046,,,,,,,6,0
10780014,18541079+4808420,,,,,,,6,0
10780670,18555065+4809587,,,,,,,6,0
10783068,19011129+4809568,,,,,,,6,0
10783756,19024408+4807037,,,,,,,6,0
10783906,19030595+4809378,,,,,,,6,0
10784141,19033691+4810263,,,,,,,1,0
10784143,19033745+4810327,,,,,,,5,0
10784473,19041365+4810354,,,,,,,6,0
10785133,19054307+4806099,,,,,,,6,0
10785365,19061476+4807056,,,,,,,6,0
10785390,19061769+4811550,,,,,,,6,0
10788228,19121600+4808008,,,,,,,4,0
10788617,19125463+4806094,,,,,,,5,0
10788887,19132297+4811201,,,,,,,8,0
10788902,19132398+4807484,,,,,,,5,0
10789131,19134878+4807156,,,,,,,6,0
10789153,19135061+4810528,,,,,,,6,0
10789242,19135963+4810495,,,,,,,5,0
10789361,19141138+4810142,,,,,,,6,0
10789419,19141834+4810557,,,,,,,6,0
10789421,19141856+4807463,,,,,,,8,0
10790276,19155136+4811315,,,,,,,6,0
10790659,19163586+4811058,,,,,,,6,0
10790660,19163594+4809363,,,,,,,6,0
10790875,19165726+4808022,,,,,,,5,0
10792747,19201103+4810095,,,,,,,6,0
10792998,19203224+4809354,,,,,,,6,0
10793079,19203862+4810419,,,,,,,6,0
10793114,19204219+4809523,,,,,,,6,0
10793422,19211158+4810036,,,,,,,6,0
10793596,19212372+4809090,,,,,,,5,0
10794013,19220529+4810400,,,,,,,6,0
10794087,19221257+4807345,,,,,,,6,0
10794158,19222066+4806451,,,,,,,5,0
10794224,19222545+4808464,,,,,,,8,0
10794596,19230434+4810273,,,,,,,5,0
10794879,19233318+4811314,,,,,,,6,0
10795008,19234411+4811070,,,,,,,6,0
10795187,19240095+4810446,,,,,,,5,0
10795217,19240380+4810345,,,,,,,6,0
10795285,19241177+4811127,,,,,,,6,0
10795398,19242302+4809496,,,,,,,6,0
10796176,19253706+4809417,,,,,,,8,0
10796343,19255533+4808285,,,,,,,5,0
10797612,19275617+4811392,,,,,,,6,0
10798041,19284182+4810033,,,,,,,8,0
10798371,19292035+4809433,,,,,,,6,0
10798702,19295180+4809126,,,,,,,6,0
10799195,19303997+4807364,,,,,,,5,0
10800171,19321088+4808228,,,,,,,6,0
10800478,19324052+4811304,,,,,,,8,0
10801038,19333448+4807437,,,,,,,6,0
10801100,19334030+4811558,,,,,,,6,0
10801138,19334307+4811413,,,,,,,7,0
10801578,19342658+4810445,,,,,,,6,0
10801679,19343646+4809358,,,,,,,5,0
10801714,19343984+4809524,,,,,,,2,0
10801733,19344144+4809202,,,,,,,1,0
10801923,19350006+4810445,,,,,,,6,0
10802444,19354561+4806047,,,,,,,8,0
10802661,19360343+4811556,,,,,,,5,0
10803333,19365895+4810475,,,,,,,6,0
10807995,19434604+4806469,,,,,,,6,0
10808253,19440810+4806044,,,,,,,6,0
10808339,19441432+4806003,,,,,,,3,0
10808753,19444668+4809384,,,,,,,6,0
10809293,19452835+4810465,,,,,,,6,0
10809418,19453725+4810147,,,,,,,6,0
10810475,19465489+4810477,,,,,,,6,0
10810961,19472623+4811306,,,,,,,8,0
10811138,19473701+4809470,,,,,,,6,0
10812854,19493191+4807299,,,,,,,3,0
10813492,19501408+4811554,,,,,,,8,0
10813670,19502618+4810440,,,,,,,8,0
10814355,19511336+4811283,,,,,,,5,0
10814563,19512890+4807303,,,,,,,8,0
10815060,19520229+4807366,,,,,,,5,0
10815083,19520362+4806195,,,,,,,8,0
10815203,19521123+4809072,,,,,,,4,0
10815213,19521148+4807487,,,,,,,3,0
10815629,19523825+4809267,,,,,,,6,0
10816171,19531431+4810400,,,,,,,5,0
10816700,19534721+4810164,,,,,,,8,0
10817603,19544980+4809473,,,,,,,6,0
10817696,19545589+4809466,,,,,,,6,0
10818889,19561534+4810392,,,,,,,5,0
10841791,18454110+4815457,,,,,,,5,0
10841864,18455078+4814073,,,,,,,4,0
10842229,18464015+4813339,,,,,,,3,0
10842616,18473434+4817293,,,,,,,5,0
10842692,18474489+4814432,,,,,,,3,0
10842905,18481575+4812422,,,,,,,5,0
10843181,18485130+4812206,,,,,,,6,0
10843970,18505360+4817506,,,,,,,8,0
10844493,18521534+4814101,,,,,,,5,0
10844693,18525126+4812518,,,,,,,6,0
10844724,18525588+4817231,,,,,,,6,0
10844882,18532179+4813198,,,,,,,8,0
10845570,18551083+4815427,,,,,,,6,0
10847015,18585562+4817546,,,,,,,6,0
10847307,18593719+4817500,,,,,,,5,0
10847907,19010050+4817099,,,,,,,5,0
10848007,19011400+4812049,,,,,,,6,0
10848332,19015533+4812084,,,,,,,6,0
10848891,19030913+4817286,,,,,,,8,0
10849073,19033044+4812256,,,,,,,5,0
10850658,19070857+4815437,,,,,,,6,0
10850794,19072584+4813326,,,,,,,5,0
10853762,19132871+4812012,,,,,,,6,0
10853802,19133362+4815103,,,,,,,5,0
10853891,19134546+4812261,,,,,,,8,0
10853908,19134746+4813481,,,,,,,8,0
10854166,19141566+4812488,,,,,,,8,0
10854840,19153277+4816109,,,,,,,6,0
10855344,19162990+4813197,,,,,,,6,0
10857273,19195382+4813270,,,,,,,6,0
10857750,19205031+4814515,,,,,,,6,0
10858041,19212535+4813537,,,,,,,5,0
10858720,19224710+4812107,,,,,,,8,0
10859600,19242375+4813475,,,,,,,6,0
10859770,19244263+4813492,,,,,,,6,0
10859999,19250661+4817085,,,,,,,6,0
10860034,19251004+4815052,,,,,,,6,0
10860098,19251764+4815022,,,,,,,6,0
10860741,19262192+4814579,,,,,,,3,0
10860866,19263401+4814323,,,,,,,5,0
10861217,19270821+4812090,,,,,,,8,0
10861620,19275513+4816044,,,,,,,5,0
10861684,19280201+4812522,,,,,,,5,0
10862300,19290936+4813443,,,,,,,8,0
10862354,19291460+4812072,,,,,,,6,0
10862472,19292631+4816277,,,,,,,6,0
10862612,19294090+4817495,,,,,,,3,0
10862651,19294500+4814168,,,,,,,6,0
10862833,19300304+4817366,,,,,,,4,0
10863107,19303022+4812430,,,,,,,4,0
10863501,19310979+4817261,,,,,,,5,0
10863736,19313462+4816345,,,,,,,5,0
10864324,19323253+4817246,,,,,,,8,0
10866031,19352758+4814375,,,,,,,5,0
10866545,19361245+4816333,,,,,,,8,0
10873344,19453953+4813253,,,,,,,8,0
10873476,19455008+4816502,,,,,,,6,0
10873773,19461355+4813273,,,,,,,4,0
10873826,19461717+4812150,,,,,,,6,0
10874614,19472094+4814238,,,,,,,6,0
10874822,19473618+4814065,,,,,,,6,0
10875849,19484906+4814419,,,,,,,6,0
10875966,19485757+4817446,,,,,,,6,0
10876383,19492728+4813337,,,,,,,8,0
10876469,19493481+4812340,,,,,,,8,0
10876687,19495161+4816156,,,,,,,6,0
10877182,19502878+4815411,,,,,,,8,0
10877432,19504779+4816290,,,,,,,4,0
10877746,19511170+4811597,,,,,,,5,0
10878121,19513982+4815012,,,,,,,6,0
10878352,19515787+4812256,,,,,,,6,0
10878999,19524563+4815582,,,,,,,5,0
10879213,19530234+4813077,,,,,,,4,0
10879229,19530341+4812370,,,,,,,8,0
10879592,19532958+4814522,,,,,,,6,0
10879677,19533703+4812235,,,,,,,6,0
10879802,19534748+4817407,,,,,,,2,0
10879821,19534927+4817442,,,,,,,2,0
10879833,19534969+4814447,,,,,,,7,0
10879976,19540010+4812348,,,,,,,6,0
