,0
0,3.419270997125093
1,2.9356086153181
2,2.6260435291683586
3,2.9720120405668644
4,3.253760513825193
5,2.7421608820535734
6,2.981586821328545
7,3.2623504052189665
8,3.180420375187718
9,3.498079440043809
10,2.9866436495021045
11,2.602572726231764
12,2.851125081043715
13,2.5806046943939496
14,2.6141379143276624
15,3.7845490131263504
16,2.34375669175517
17,2.268753168753802
18,3.144483512566174
19,2.464408083663816
20,2.6581211005151264
21,2.3388249650960353
22,2.9405111089073106
23,2.5786948662736835
24,2.5194974351637813
25,2.3635976191801564
26,2.559782067393163
27,2.799427531525082
28,3.1681634996099413
29,2.337273648652633
30,4.085363908139771
31,2.623855674842138
32,2.434187997486841
33,2.3285917134837404
34,2.3025311024949375
35,2.7027261158886597
36,2.500201071935527
37,3.2800128533055637
38,2.311379809097462
39,2.544519922927905
40,2.0825826698122047
41,2.5077461171458864
42,2.603203298306825
43,3.374501797070689
44,2.55950507880493
45,1.985125168512023
46,2.5038350573503436
47,3.256529979011298
48,2.8485994293286
49,2.834209654284952
50,3.075413724017829
51,2.2952133821331566
52,2.6970395888211764
53,3.307925817106299
54,2.4580931106607773
55,3.4884460610345127
56,2.2772605227698373
57,2.7552284004998913
58,3.670628898270714
59,2.2571558627374566
60,2.667971085814229
61,2.8733799870242613
62,3.1295365893619405
63,1.9732506430044805
64,2.9887224149194322
65,3.499635429253391
66,2.7227658280168234
67,1.9588824513714427
68,2.4788364406356274
69,1.6180551710651045
70,2.2890190215635466
71,2.341556350914828
72,2.9205195236112003
73,3.178135885377768
74,2.7934819111855096
75,1.9964073903475066
76,3.2204480317865505
77,2.993161258691531
78,3.1203443884522826
79,2.013549628425246
80,2.6803625423260655
81,3.167624874917958
82,2.8382604420435875
83,2.0687579673931125
84,2.132745054216634
85,2.4582289095986805
86,2.820030011362482
87,3.023008428042611
88,2.857891639648326
89,2.2529887902233776
90,1.9852288404737228
91,2.6207336518207414
92,2.7947759580710003
93,2.148834141439019
94,2.9259493518721875
95,2.2712830555582797
96,2.6358885659107836
97,2.9124607453919342
98,2.660556320436196
99,2.809494459275786
100,2.6018036972380973
101,2.4223418635232363
102,2.80040930056079
103,2.4280039568005054
104,3.289976639125257
105,2.7157832274808142
106,2.135970760561751
107,2.782886429032876
108,1.595808371224825
109,2.233042365718838
110,2.219626638862498
111,2.8711307427327175
112,2.148299272959242
113,2.8722778480224527
114,3.2555391208314184
115,3.6320776282426652
116,3.3981911487714354
117,3.5530764249271156
118,3.2756621191387647
119,2.404870664357549
120,2.430262550791544
121,2.643563564566095
122,2.3214533830921487
123,2.7925247165532245
124,2.819352212936585
125,3.161524682800068
126,3.1178190676522037
127,2.1387157160595662
128,3.172066959013922
129,2.2110470004695175
130,2.050185913839969
131,2.1910260480429415
132,2.982781693281812
133,2.791266459984927
134,2.8269461087085244
135,3.1088138683500715
136,2.8964343518872604
137,2.34097600253721
138,2.8819314924189334
139,2.9897652358334796
140,2.925626731813792
141,2.8794834425586817
142,2.093646353426125
143,3.4316161308673045
144,2.4378800548823447
145,2.8094440136203973
146,2.912186459252823
147,2.0748441713717947
148,2.8129868020883055
149,2.2701663733491633
150,2.483007789047828
151,2.7025739332719576
152,2.794941035365735
153,2.316869105099728
154,3.3274327934369294
155,2.36126343412633
156,2.61424683557221
157,2.1806312740682556
158,2.378483233553388
159,2.766841577802834
160,2.979340416313994
161,2.0376906739286094
162,2.569484451278393
163,2.3713090827868775
164,2.5618531337551826
165,2.8490160419972748
166,2.8937925908611466
167,3.1853646203148873
168,2.4474832677372382
169,2.502500538382471
170,1.845355488434117
