,0
0,0.25405258976430506
1,0.2721019547152835
2,0.18038708641028758
3,0.3969312143630673
4,0.3016447694986635
5,0.2947426225036661
6,0.24211666561375852
7,0.28527811530742175
8,0.28385108140890486
9,0.24820892143629764
10,0.31869881955047474
11,0.3011988125799041
12,0.25889795085418477
13,0.25215905537322914
14,0.28146274804129556
15,0.19173786654538458
16,0.25830603203972335
17,0.20382600913976381
18,0.21155245940732273
19,0.20921377514328643
20,0.21979747620769433
21,0.22216462144512705
22,0.3722307998487059
23,0.225649686257906
24,0.19557640925712286
25,0.2906515063596438
26,0.27505039690065775
27,0.27373491297020286
28,0.18556601512222867
29,0.2710784940779524
30,0.2659029358253212
31,0.2161090683807303
32,0.32705581218679697
33,0.3490497694398865
34,0.21278614533795578
35,0.21432625301968836
36,0.28336089556692906
37,0.21951320620823495
38,0.1915047916153445
39,0.2400967494474522
40,0.3160177207382125
41,0.29323134005584645
42,0.23623572990695726
43,0.3328376376508865
44,0.2171959271038887
45,0.3067857212137857
46,0.2940134825042025
47,0.2713144933769864
48,0.30710122723253275
49,0.28573342610902125
50,0.24865731123637616
51,0.2948110103666605
52,0.20885586437084314
53,0.2946735510741939
54,0.22401009868343785
55,0.31208222646243
56,0.3889296841641091
57,0.1805402634314829
58,0.2535162599425123
59,0.2965622350000911
60,0.28707038453351447
61,0.24262087548652314
62,0.3151799155431604
63,0.19748484126194377
64,0.2741633144729262
65,0.3061837442613786
66,0.2670567557775981
67,0.14599777831148877
68,0.36425999015152716
69,0.22345403583124115
70,0.31219646455415917
71,0.223953813376877
72,0.2924405080427498
73,0.24299141670483107
74,0.2058803989476581
75,0.3054925361055467
76,0.3234436222069003
77,0.2579604079599192
78,0.3457633849240035
79,0.24036419170784043
80,0.3118541094028733
81,0.3015593507864513
82,0.2690452996619506
83,0.31208341069352263
84,0.2635367626113334
85,0.3310789355011139
86,0.3377988786728155
87,0.25449491890826215
88,0.22455654319404206
89,0.2800297893435305
90,0.3428639101575118
91,0.2094518435551528
92,0.2810965040005669
93,0.3072938432457745
94,0.27541700955021603
95,0.2478547136264807
96,0.3110824186404117
97,0.23830393696632318
98,0.22046694173598896
99,0.3180796553693255
100,0.22471005591779525
101,0.3056064331256522
102,0.2905447427587443
103,0.2806136684363364
104,0.29225784888848894
105,0.28644461248585934
106,0.2382750435738757
107,0.2939387553750527
108,0.3148893449587933
109,0.22489981005794568
110,0.19948251008730242
111,0.2585383601297827
112,0.32310999614831487
113,0.23031086693636565
114,0.2658298121734018
115,0.24023408197000629
116,0.1777195603710655
117,0.3655202860892003
118,0.2814138278449534
119,0.20397625034757233
120,0.3000780589609842
121,0.15970580834720757
122,0.28173713741660084
123,0.31317087498303164
124,0.2849774290554496
125,0.3905935301340493
126,0.31258722272098494
127,0.23773701295274838
128,0.19499410387710284
129,0.31723699258979293
130,0.33026489885490357
131,0.3464593026417116
132,0.26294823178473736
133,0.2886280319292955
134,0.3546685593089573
135,0.25528693166277683
136,0.24580774890558146
137,0.33437020336437095
138,0.23976883500064877
139,0.2207080548277632
140,0.30942640792310483
141,0.3897213364544695
142,0.23271433399374988
143,0.28440172662912916
144,0.3266829134717536
145,0.26066645561802504
146,0.33918964806670654
147,0.2303407519639086
148,0.2930647466815439
149,0.2802077055078614
150,0.31378010540540113
151,0.20331461618659252
152,0.2836759493945018
153,0.18257095752336938
154,0.3555568207276429
155,0.26177878105228125
156,0.2704000788518217
157,0.27281952650736935
158,0.27900816952967117
159,0.19666079988177274
160,0.34530892160869076
161,0.2498383100065722
162,0.27812295351881067
163,0.27764292839272653
164,0.2946698238283797
165,0.336062374386404
166,0.33695377630554024
167,0.277121938432251
168,0.33482849393764896
169,0.33589601073050723
170,0.26768397389454207
171,0.23058050424991008
172,0.22068969050692153
173,0.23345999806220805
174,0.26380912716827537
175,0.32527858837368934
176,0.2237368726313911
177,0.2503501391898141
178,0.15702810435058376
179,0.26985301122784666
180,0.2986498376197922
181,0.24456936613103375
182,0.2479129446554795
183,0.176697076966317
184,0.2610535280840304
185,0.18811428868047939
186,0.3297677202568672
187,0.2651967512655472
188,0.2278671615652977
189,0.27457373544057506
190,0.24895482766146967
191,0.33019321284736913
192,0.19334633352628333
193,0.2669631881636167
194,0.2560013094232831
195,0.30632129723215634
196,0.25427641953059565
197,0.2774165277414171
198,0.2935186762540709
199,0.22301712235401547
200,0.30562291632977506
201,0.3372300472697712
202,0.3263206575749441
203,0.16888315909603666
204,0.24311459371178384
205,0.24848384584606273
206,0.29459963562114705
207,0.27422197188072234
208,0.26236665315505897
209,0.28818680018529585
210,0.2437469320027758
211,0.29719332988382546
212,0.2401894771919105
213,0.24373466589748036
214,0.3225159342284952
215,0.3210571813410949
216,0.267909120827993
217,0.2566260050710618
218,0.21798031171938415
219,0.2873912166415587
220,0.29564874074645625
221,0.3969714003483488
222,0.3012293605449881
223,0.292060372744933
224,0.23257755823095685
225,0.18749712439113417
226,0.17570681997900292
227,0.18547368103485568
228,0.3203299500356153
229,0.3324851952606493
230,0.30564066470736834
231,0.3075861621433763
232,0.25062595436265017
233,0.2765787631831942
234,0.26134416668412486
235,0.2987571210156075
236,0.25435927129491953
237,0.24933681608122643
238,0.2730796248752018
239,0.31246515981323253
240,0.371694591440346
241,0.25964676568600004
242,0.16234534989954663
243,0.17539744688162365
244,0.21397894129432568
245,0.25015612425794387
246,0.3049483171402696
247,0.37514752692497033
248,0.33539785788508686
249,0.3050620891791377
250,0.2224885615862988
251,0.22849508476219393
252,0.2892111963546736
253,0.3205339693604398
254,0.30456295312972254
255,0.2874290669829779
256,0.2297709337158337
257,0.2409294175738864
258,0.25566303383308864
259,0.3149348335154701
260,0.268983361215268
261,0.29236645277222795
262,0.26059917368616586
263,0.27989882240286573
264,0.19870825870016656
265,0.21082432956621328
266,0.2756983540297728
267,0.35476896560244053
268,0.33140284455980307
